Begin Time - hh:mm:ss.ms,End Time - hh:mm:ss.ms,Duration - hh:mm:ss.ms,Anna,Anna backchannel actions,Anna backchannels,Bert,Bert backchannel actions,Bert backchannels,Cassie,Cassie backchannel actions,Cassie backchannels,Doyle,Doyle backchannel actions,Doyle backchannels,Erin,Erin backchannel actions,Erin backchannels,Flo,Flo backchannel actions,Flo backchannels,Gemma,Gemma backchannel actions,Gemma backchannels,Holly,Holly backchannel actions,Holly backchannels,Ike,Ike backchannel actions,Ike backchannels,Turn subtype,Turntype,File
00:21:06,00:21:07,00:00:01,,,,,,,,,,"I do, yes. [a2669]",,,,,,,,,,,,,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:21:10,00:21:11,00:00:01,,,,,,,,,,"I stay at Edinburgh, but I just travel back to my own care, cause I I like my team. [a2670]",,,,,,,,,"Alright, okay. [a2130]",acknowledgement [a3679],"alright, okay [a2999]",,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:21:12,00:21:13,00:00:01,,,,,,,,,,,,,,,,,,,That's fair enough. [a2131],first assessment [a3680],that's fair enough [a3000],,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:21:15,00:21:16,00:00:01,,,,,,,,,,,,,,,,,,,That's fair enough. [a2132],change-of-activity [a3681],That's fair enough. [a3001],,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:21:21,00:21:21,00:00:01,,,,,,,,,,,,,,,,,,,Yeah [a2133],change-of-activity [a3682],yeah [a3002],,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:21:30,00:21:31,00:00:01,,,,,,,,,,,,,,,,,,,"So, yeah. [a2137]",,,,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:21:52,00:21:54,00:00:02,,,,,,,,,,,,,,,,,,,Well that's better than I'm doing. [a2140],,,,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:21:58,00:21:59,00:00:02,,,,,,,,,,,,,,,,,,,Maybe it is like a big [a2141],,,,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:22:05,00:22:06,00:00:01,,,,,,,,,,,,,,,,,,,my fault that [a2144],,,,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:22:06,00:22:07,00:00:01,,,,,,,,,,,,,,,,,,,"I don't know, maybe I'm [a2145]",,,,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:22:10,00:22:11,00:00:01,,,,,,,,,,,,,,,,,,,I just kind of [a2147],,,,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:22:23,00:22:25,00:00:02,,,,,,,,,,,,,,,,,,,"Yeah, it is pretty bad that I don't really know any of them. [a2152]",,,,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:22:33,00:22:34,00:00:01,,,,,,,,,,Unfortunately. [a2694],,,,,,,,,"Yeah, no, no, I I completely understand that. [a2153]",,,,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:22:40,00:22:41,00:00:01,,,,,,,,,,Maybe. Hopefully. [a2695],,,,,,,,,,,,,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:22:45,00:22:47,00:00:02,,,,,,,,,,Cause it doesn't look like a diabetic team. [a2698],,,,,,,,,,,,,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:22:59,00:23:00,00:00:01,,,,,,,,,,,,,,,,,,,Yeah. All the doctors and staff. [a2158],,,,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:23:01,00:23:03,00:00:03,,,,,,,,,,,,,,,,,,,"{BR} see, when you get blood taken, is it quite easy [a2159]",,,,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:23:07,00:23:08,00:00:01,,,,,,,,,,"Well, finger or arm. [a2705]",,,,,,,,,,,,,,,,,,other [a1734],other [a1710],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:23:17,00:23:18,00:00:01,,,,,,,,,,,,,,,,,,,they can never get [a2165],,,,,,,,,orientation [a1735],story A and E after drinking [a1711],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:23:30,00:23:32,00:00:01,,,,,,,,,,ended up with two fractured ribs. [a2718],,,,,,,,,,,,,,,,,,complication [a1736],story A and E after drinking [a1711],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:23:33,00:23:33,00:00:00,,,,,,,,,,,,,,,,,,,Oh [a2167],continuer [a3685],oh [a3005],,,,,,,complication [a1736],story A and E after drinking [a1711],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:23:34,00:23:35,00:00:01,,,,,,,,,,"Yeah, so I got brought to hos- +hospital [a2719]",,,,,,,,,,,,,,,,,,complication [a1736],story A and E after drinking [a1711],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:23:35,00:23:37,00:00:01,,,,,,,,,,uh I had to get -- find my way to [a2720],,,,,,,,,,,,,,,,,,complication [a1736],story A and E after drinking [a1711],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:23:45,00:23:46,00:00:01,,,,,,,,,,got home to my flat [a2725],,,,,,,,,,,,,,,,,,complication [a1736],story A and E after drinking [a1711],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:23:48,00:23:50,00:00:01,,,,,,,,,,{BR} so yeah [a2727],,,,,,,,,,,,,,,,,,evaluation [a1737],story A and E after drinking [a1711],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:23:50,00:23:51,00:00:01,,,,,,,,,,"Not good, yeah. [a2728]",,,,,,,,,,,,,,,,,,evaluation [a1737],story A and E after drinking [a1711],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:23:51,00:23:52,00:00:01,,,,,,,,,,"And I missed two days at work, [a2729]",,,,,,,,,,,,,,,,,,evaluation [a1737],story A and E after drinking [a1711],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:23:56,00:32:33,00:08:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:24:06,00:24:07,00:00:01,,,,,,,,,,,,,,,,,,,Oh really? [a3796],new and surprising [a4154],oh really [a4101],,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:24:12,00:24:13,00:00:01,,,,,,,,,,,,,,,,,,,Probably not the best. [a3798],second assessment [a4156],Probably not the best [a4103],,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:24:23,00:24:24,00:00:01,,,,,,,,,,,,,,,,,,,"drink a lot, or? [a3801]",,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:24:29,00:24:30,00:00:01,,,,,,,,,,,,,,,,,,,it's [a3804],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:24:34,00:24:36,00:00:02,,,,,,,,,,"I drank so much recently, I need to ((try and)) [a3921]",,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:24:38,00:24:39,00:00:00,,,,,,,,,,,,,,,,,,,{LG} [a3807],acknowledgement [a4159],laugh [a4106],,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:24:42,00:24:44,00:00:01,,,,,,,,,,cause had I not drank I would have [a3924],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:24:44,00:24:44,00:00:00,,,,,,,,,,so [a3925],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:24:46,00:24:47,00:00:01,,,,,,,,,,,,,,,,,,,And what do you drink when you go out? [a3808],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:24:48,00:24:48,00:00:00,,,,,,,,,,Uh [a3926],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:24:59,00:24:59,00:00:00,,,,,,,,,,mm [a3932],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:25:04,00:25:05,00:00:01,,,,,,,,,,"Yeah, they're Kopparberg, yeah [a3933]",,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:25:06,00:25:08,00:00:01,,,,,,,,,,the strawberry one? Strawberry and lime? [a3934],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:25:08,00:25:09,00:00:01,,,,,,,,,,,,,,,,,,,I like the mixed fruit. [a3816],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:25:10,00:25:11,00:00:02,,,,,,,,,,I like straw- +strawberry -- strawberry and lime one. [a3935],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:25:13,00:25:17,00:00:04,,,,,,,,,,,,,,,,,,,"But like a lot of people when I have it they're like ""Oh my god that's far too much sugar for you"" and stuff, and I'm like [a3818]",,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:25:21,00:25:22,00:00:01,,,,,,,,,,,,,,,,,,,You're being serious? [a3820],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:25:24,00:25:26,00:00:02,,,,,,,,,,"Cause I drank a whole bottle, it didn't affect my bloods. [a3940]",,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:25:34,00:25:36,00:00:02,,,,,,,,,,,,,,,,,,,and I'll test my blood and it can be up to like in its [a3824],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:25:52,00:25:53,00:00:01,,,,,,,,,,the side effects are different [a3943],joint construction [a4145],the side effects are different [a4138],,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:25:53,00:25:54,00:00:00,,,,,,,,,,yeah [a3944],acknowledgement [a4146],yeah [a4139],,,,,,,"mine just spikes completely, and then the next day it's back to normal. [a3832]",,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:25:58,00:25:58,00:00:00,,,,,,,,,,Wow [a3945],acknowledgement [a4147],wow [a4140],,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:25:58,00:26:00,00:00:02,,,,,,,,,,,,,,,,,,,Kopparberg's got lots of sugar in them [a3833],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:26:01,00:26:02,00:00:00,,,,,,,,,,,,,,,,,,,{BR} [a3835],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:26:07,00:26:08,00:00:01,,,,,,,,,,,,,,,,,,,obviously that's [a3838],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:26:13,00:26:14,00:00:01,,,,,,,,,,I tend to [a3951],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:26:14,00:26:15,00:00:02,,,,,,,,,,take insulin before I leave [a3952],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:26:20,00:26:21,00:00:00,,,,,,,,,,Yeah. [a3955],continuer [a4148],yeah [a4141],,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:26:23,00:26:24,00:00:02,,,,,,,,,,"Which to me, I think, is more reasonable [a3956]",,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:26:29,00:26:30,00:00:00,,,,,,,,,,((oh well)) [a3959],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:26:31,00:26:31,00:00:01,,,,,,,,,,Oh [a3960],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:26:38,00:26:40,00:00:02,,,,,,,,,,,,,,,,,,,See I've I've not really heard [a3844],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:26:43,00:26:44,00:00:02,,,,,,,,,,"Yeah, you can get a stem cell transplant, [a3963]",,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:26:56,00:26:56,00:00:00,,,,,,,,,,,,,,,,,,,Really? [a3848],other-initiated self-repair [a4166],really [a4113],,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:26:57,00:26:58,00:00:01,,,,,,,,,,But it doesn't -- it's not a [a3969],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:27:05,00:27:07,00:00:02,,,,,,,,,,"found a drug, I think it's [a3973]",,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:27:12,00:27:12,00:00:01,,,,,,,,,,Yeah that. [a3976],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:27:13,00:27:14,00:00:01,,,,,,,,,,,,,,,,,,,{LG} [a3850],acknowledgement [a4168],laugh [a4115],,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:27:18,00:27:19,00:00:01,,,,,,,,,,can also help [a3980],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:27:25,00:27:25,00:00:00,,,,,,,,,,,,,,,,,,,mm [a3852],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:27:29,00:27:29,00:00:01,,,,,,,,,,I  - I [a3983],,,,,,,,,"I'll need to have a look into tha- +that -- {LG} I'm gonna get home and be like ""There's so many things I need to look into"" [a3853]",,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:27:32,00:27:32,00:00:01,,,,,,,,,,,,,,,,,,,Oh did you [a3854],new and surprising [a4170],oh did you [a4117],,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:27:34,00:27:35,00:00:01,,,,,,,,,,,,,,,,,,,Ah that would be really good actually. [a3855],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:27:54,00:27:56,00:00:02,,,,,,,,,,We were talking at the cross [a3995],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:27:57,00:27:58,00:00:01,,,,,,,,,,,,,,,,,,,{LS} okay. [a3858],acknowledgement [a4171],click okay [a4118],,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:28:06,00:28:08,00:00:01,,,,,,,,,,,,,,,,,,,"like groups and stuff, and meeting [a3860]",,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:28:20,00:28:20,00:00:01,,,,,,,,,,,,,,,,,,,so {LG} [a3863],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:28:21,00:28:22,00:00:01,,,,,,,,,,"No, but you still get involved in it though, because [a4004]",,,,,,,,,{LG} [a3864],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:28:26,00:28:27,00:00:01,,,,,,,,,,,,,,,,,,,Okay. [a3865],acknowledgement [a4172],okay [a4119],,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:28:34,00:28:36,00:00:02,,,,,,,,,,,,,,,,,,,And do you guys do like meet-ups and stuff and [a3868],other-initiated self-repair [a4174],And do you guys do like meet-ups and stuff and [a4121],,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:28:38,00:28:40,00:00:02,,,,,,,,,,"we had a group called ""Just duck it"" [a4011]",,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:28:40,00:28:41,00:00:01,,,,,,,,,,which is a [a4012],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:28:45,00:28:47,00:00:02,,,,,,,,,,"doesn't -- no longer have the funding, [a4016]",,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:28:47,00:28:48,00:00:01,,,,,,,,,,so we're now [a4017],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:28:52,00:28:53,00:00:01,,,,,,,,,,Just duck it. [a4020],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:28:59,00:29:01,00:00:02,,,,,,,,,,It's not gonna be run -- yes. [a4025],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:29:09,00:29:10,00:00:01,,,,,,,,,,And the group [a4027],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:29:16,00:29:17,00:00:01,,,,,,,,,,correct [a4030],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:29:18,00:29:20,00:00:02,,,,,,,,,,check the actual link it is. [a4032],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:29:20,00:29:21,00:00:01,,,,,,,,,,So it gives you the right -- right name for it. [a4033],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:29:27,00:29:28,00:00:01,,,,,,,,,,cause we're currently [a4035],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:30:03,00:30:04,00:00:01,,,,,,,,,,So they -- they look like that. [a4043],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:30:14,00:30:14,00:00:00,,,,,,,,,,,,,,,,,,,Okay. [a3881],continuer [a4178],okay [a4125],,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:30:17,00:30:17,00:00:00,,,,,,,,,,,,,,,,,,,Is it? [a3882],acknowledgement [a4179],is it? [a4126],,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:30:21,00:30:22,00:00:01,,,,,,,,,,"So it's like Dundee, [a4048]",,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:30:40,00:30:41,00:00:01,,,,,,,,,,funding [a4057],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:30:48,00:30:48,00:00:01,,,,,,,,,,,,,,,,,,,do and things? [a3890],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:30:48,00:30:49,00:00:01,,,,,,,,,,We haven't decided. [a4060],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:30:50,00:30:51,00:00:01,,,,,,,,,,We're always trying to [a4061],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:30:55,00:30:56,00:00:01,,,,,,,,,,,,,,,,,,,To take it over? Yeah. [a3891],self-initiated other repair [a4185],To take it over? Yeah. [a4132],,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:31:00,00:31:01,00:00:01,,,,,,,,,,pay it ourselves. [a4067],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:31:05,00:31:06,00:00:01,,,,,,,,,,"But yeah, it's -- it's good. [a4070]",,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:31:06,00:31:07,00:00:00,,,,,,,,,,yeah [a4071],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:31:12,00:31:13,00:00:00,,,,,,,,,,,,,,,,,,,Okay. [a3895],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:31:28,00:31:29,00:00:00,,,,,,,,,,,,,,,,,,,okay [a3898],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:31:34,00:31:35,00:00:01,,,,,,,,,,((I think it's just so)) [a4082],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:31:53,00:31:54,00:00:01,,,,,,,,,,,,,,,,,,,"((yeah, thought it was, that as well)) [a3900]",,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:32:08,00:32:10,00:00:02,,,,,,,,,,Cause to me personally I don't think [a4087],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:32:12,00:32:14,00:00:02,,,,,,,,,,I've become diabetic that long [a4089],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:32:17,00:32:18,00:00:01,,,,,,,,,,I don't think I could [a4091],,,,,,,,,,,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:32:18,00:32:20,00:00:02,,,,,,,,,,,,,,,,,,,I could. I definitely could. [a3903],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:32:22,00:32:24,00:00:03,,,,,,,,,,,,,,,,,,,do injections or not have to test your blood. Definitely. [a3905],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:32:28,00:32:29,00:00:01,,,,,,,,,,Yeah [a4094],,,,,,,,,I I hundred percent could. [a3906],,,,,,,,,other [a3791],other [a3790],20170117_Gemma-Doyle_Healthcare_backchannels.eaf
00:00:01,00:00:01,00:00:01,,,,,,,,,,,,,,,,,,,,,,{BR} [a2081],,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:00:02,00:00:03,00:00:01,,,,,,,,,,,,,,,,,,,,,,There we go. Okay. [a2082],,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:00:03,00:00:03,00:00:01,,,,,,,,,,,,,,,,good [a1524],,,,,,There we go. Okay. [a2082],,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:00:05,00:00:06,00:00:01,,,,,,,,,,,,,,,,Hello {LG} I'm ((Flo)) [a1525],,,,,,{LG} [a2085],,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:00:08,00:00:09,00:00:01,,,,,,,,,,,,,,,,,,,,,,Nice to meet you too. [a2087],,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:00:19,00:00:20,00:00:02,,,,,,,,,,,,,,,,"which is really nice to come across somebody else, they get what the deal is. [a1529]",,,,,,"I can imagine, yeah. Yeah. [a2090]",,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:00:20,00:00:21,00:00:01,,,,,,,,,,,,,,,,{LG} [a1530],,,,,,"Yeah, exactly, there is very little explanation needed, I know. It is nice. [a2091]",,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:00:30,00:00:30,00:00:01,,,,,,,,,,,,,,,,What's this? [a1536],,,,,,,,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:00:31,00:00:33,00:00:02,,,,,,,,,,,,,,,,Diabetes at work. [a1537],,,,,,,,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:00:33,00:00:34,00:00:01,,,,,,,,,,,,,,,,Oh [a1538],,,,,,,,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:00:39,00:00:39,00:00:01,,,,,,,,,,,,,,,,okay [a1541],change-of-activity [a3087],okay [a2610],,,,"Um in evenings, so. [a2097]",,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:00:40,00:00:41,00:00:01,,,,,,,,,,,,,,,,And what do you study? [a1542],,,,,,,,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:00:41,00:00:43,00:00:02,,,,,,,,,,,,,,,,,,,,,,I'm studying a masters in public health. [a2098],,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:00:46,00:00:48,00:00:02,,,,,,,,,,,,,,,,,,,,,,{LG} [a2101],,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:00:47,00:00:48,00:00:01,,,,,,,,,,,,,,,,okay [a1545],,,,,,{LG} [a2101],,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:00:56,00:00:56,00:00:01,,,,,,,,,,,,,,,,uh-huh [a1547],acknowledgement [a3090],uh-huh [a2613],,,,,,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:00:57,00:00:59,00:00:02,,,,,,,,,,,,,,,,,,,,,,"do you know, especially for public health things -- [a2104]",,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:01:00,00:01:03,00:00:03,,,,,,,,,,,,,,,,,,,,,,"Yeah, yeah exactly, which I can understand, but uh, yeah, like [a2105]",,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:01:01,00:01:01,00:00:01,,,,,,,,,,,,,,,,um [a1549],,,,,,"Yeah, yeah exactly, which I can understand, but uh, yeah, like [a2105]",,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:01:03,00:01:04,00:00:01,,,,,,,,,,,,,,,,,,,,,,I think mostly [a2106],,,,,,other [a1446],other [a1414],20170126_Flo-Holly_SocialLife_backchannels.eaf
